,year,state,district,party,candidatevotes,race_id,clean_namehouse,FEC_ID,clean_namefec,similarity_score
12137,1990,NM,1,DEM,41306,NM1_1990,REBECCA VIGIL-GIRON,H8NM01315,REBECCA VIGIL-GIRON,1.0
12138,2014,MS,1,DEM,43713,MS1_2014,RON DICKEY,H4MS01110,RON DICKEY,1.0
12139,1980,PA,8,DEM,99593,PA8_1980,PETER KOSTMAYER,H6PA08095,PETER KOSTMAYER,1.0
12140,2006,CA,22,DEM,55226,CA22_2006,SHARON BEERY,H6CA22133,SHARON BEERY,1.0
12141,1978,MN,4,REP,69396,MN4_1978,JOHN BERG,H8MN04018,JOHN BERG,1.0
12142,2014,MN,8,REP,125358,MN8_2014,STEWART MILLS,H4MN08083,STEWART MILLS,1.0
12143,1990,NM,1,REP,97375,NM1_1990,STEVEN SCHIFF,H8NM01075,STEVEN SCHIFF,1.0
12144,1984,NY,3,OTHER,2651,NY3_1984,ELIZABETH CAPAZZI,H4NY03028,ELIZABETH CAPAZZI,1.0
12145,2006,CA,23,REP,61272,CA23_2006,VICTOR TOGNAZZINI,H6CA00139,VICTOR TOGNAZZINI,1.0
12146,2006,CA,23,DEM,114661,CA23_2006,LOIS CAPPS,H8CA22089,LOIS CAPPS,1.0
12147,2014,MS,1,LIB,3830,MS1_2014,DANNY BEDWELL,H2MS01114,DANNY BEDWELL,1.0
12148,2010,OH,15,OTHER,3887,OH15_2010,DAVID RYON,H8OH12081,DAVID RYON,1.0
12149,2010,OH,15,DEM,91077,OH15_2010,MARY KILROY,H6OH15104,MARY KILROY,1.0
12150,1980,AK,0,REP,114089,AK0_1980,DONALD YOUNG,H6AK00045,DONALD YOUNG,1.0
12151,2010,OH,16,DEM,90833,OH16_2010,JOHN BOCCIERI,H8OH16058,JOHN BOCCIERI,1.0
12152,2010,OH,15,REP,119471,OH15_2010,STEVE STIVERS,H8OH15076,STEVE STIVERS,1.0
12153,2014,MN,7,OTHER,130546,MN7_2014,COLLIN PETERSON,H2MN07014,COLLIN PETERSON,1.0
12154,2014,MN,7,REP,109955,MN7_2014,TORREY WESTROM,H4MN07077,TORREY WESTROM,1.0
12155,1978,MN,5,DEM,91673,MN5_1978,MARTIN SABO,H8MN05023,MARTIN SABO,1.0
12156,1990,NM,2,REP,80677,NM2_1990,JOE SKEEN,H0NM02039,JOE SKEEN,1.0
12157,1990,NM,3,DEM,104225,NM3_1990,BILL RICHARDSON,H0NM01015,BILL RICHARDSON,1.0
12158,1980,PA,8,REP,103585,PA8_1980,JAMES COYNE,H0PA08023,JAMES COYNE,1.0
12159,1992,WA,9,DEM,110902,WA9_1992,MIKE KREIDLER,H2WA09024,MIKE KREIDLER,1.0
12160,1992,WA,8,REP,155874,WA8_1992,JENNIFER DUNN,H2WA08075,JENNIFER DUNN,1.0
12161,1992,WA,9,IND,6585,WA9_1992,BRIAN WILSON,H2WA09057,BRIAN WILSON,1.0
12162,2006,CA,24,REP,129812,CA24_2006,ELTON GALLEGLY,H6CA21028,ELTON GALLEGLY,1.0
12163,2014,MN,5,DEM,167079,MN5_2014,KEITH ELLISON,H6MN05183,KEITH ELLISON,1.0
12164,2014,MN,6,OTHER,12457,MN6_2014,JOHN DENNEY,H4MN06137,JOHN DENNEY,1.0
12165,1990,NM,3,REP,35751,NM3_1990,PHIL ARCHULETTA,H0NM03011,PHIL ARCHULETTA,1.0
12166,1990,NY,1,REP,46380,NY1_1990,FRANCIS CREIGHTON,H0NY01053,FRANCIS CREIGHTON,1.0
12167,1990,NY,1,DEM,72937,NY1_1990,GEORGE HOCHBRUECKNER,H4NY01030,GEORGE HOCHBRUECKNER,1.0
12168,1986,AL,4,DEM,132881,AL4_1986,TOM BEVILL,H6AL04023,TOM BEVILL,1.0
12169,2014,MN,4,OTHER,147857,MN4_2014,BETTY MCCOLLUM,H0MN04049,BETTY MCCOLLUM,1.0
12170,2006,CA,24,DEM,79461,CA24_2006,JILL MARTINEZ,H6CA24253,JILL MARTINEZ,1.0
12171,1984,NY,3,DEM,120191,NY3_1984,ROBERT MRAZEK,H2NY03014,ROBERT MRAZEK,1.0
12172,2014,MN,3,REP,167515,MN3_2014,ERIK PAULSEN,H8MN03077,ERIK PAULSEN,1.0
12173,2006,CA,25,REP,93987,CA25_2006,HOWARD MCKEON,H2CA25036,HOWARD MCKEON,1.0
12174,1992,WA,8,DEM,87611,WA8_1992,GEORGE TAMBLYN,H2WA00023,GEORGE TAMBLYN,1.0
12175,1980,PA,7,REP,87643,PA7_1980,DENNIS ROCHFORD,H0PA07017,DENNIS ROCHFORD,1.0
12176,1980,IN,2,DEM,122326,IN2_1980,FLOYD FITHIAN,H6IN02023,FLOYD FITHIAN,1.0
12177,2008,ND,0,DEM,194577,ND0_2008,EARL POMEROY,H2ND00057,EARL POMEROY,1.0
12178,1990,NY,2,DEM,56722,NY2_1990,THOMAS DOWNEY,H6NY02025,THOMAS DOWNEY,1.0
12179,1978,MN,7,REP,106573,MN7_1978,ARLAN STANGELAND,H6MN07148,ARLAN STANGELAND,1.0
12180,2006,CA,26,REP,102028,CA26_2006,DAVID DREIER,H8CA35032,DAVID DREIER,1.0
12181,1992,WA,7,REP,54149,WA7_1992,GLENN HAMPSON,H2WA07036,GLENN HAMPSON,1.0
12182,2014,MN,2,REP,137778,MN2_2014,JOHN KLINE,H8MN06047,JOHN KLINE,1.0
12183,2014,MN,1,OTHER,122851,MN1_2014,TIMOTHY WALZ,H6MN01174,TIMOTHY WALZ,1.0
12184,2006,CA,27,REP,42074,CA27_2006,PETER HANKWITZ,H6CA27272,PETER HANKWITZ,1.0
12185,2006,CA,26,DEM,67878,CA26_2006,CYNTHIA MATTHEWS,H4CA26097,CYNTHIA MATTHEWS,1.0
12186,2006,CA,28,DEM,79866,CA28_2006,HOWARD BERMAN,H2CA26026,HOWARD BERMAN,1.0
12187,1980,PA,7,DEM,99381,PA7_1980,BOB EDGAR,H6PA07022,BOB EDGAR,1.0
12188,2006,CA,27,DEM,92650,CA27_2006,BRAD SHERMAN,H6CA24113,BRAD SHERMAN,1.0
12189,2014,MI,14,DEM,165272,MI14_2014,BRENDA LAWRENCE,H2MI14111,BRENDA LAWRENCE,1.0
12190,2006,CA,29,DEM,91014,CA29_2006,ADAM SCHIFF,H0CA27085,ADAM SCHIFF,1.0
12191,2006,CA,29,REP,39321,CA29_2006,WILLIAM BODELL,H4CA29109,WILLIAM BODELL,1.0
12192,2006,CA,29,OTHER,8197,CA29_2006,WILLIAM PAPARIAN,H6CA29179,WILLIAM PAPARIAN,1.0
12193,1978,MN,7,DEM,93055,MN7_1978,GENE WENSTROM,H6MN07106,GENE WENSTROM,1.0
12194,1990,NY,3,DEM,70118,NY3_1990,ROBERT MRAZEK,H2NY03014,ROBERT MRAZEK,1.0
12195,1980,PA,6,DEM,117965,PA6_1980,GUS YATRON,H6PA06024,GUS YATRON,1.0
12196,2006,CA,30,DEM,151284,CA30_2006,HENRY WAXMAN,H6CA24048,HENRY WAXMAN,1.0
12197,1978,MN,8,DEM,171125,MN8_1978,JAMES OBERSTAR,H6MN08047,JAMES OBERSTAR,1.0
12198,2006,CA,30,REP,55904,CA30_2006,DAVID JONES,H6CA30151,DAVID JONES,1.0
12199,2006,CA,31,DEM,64952,CA31_2006,XAVIER BECERRA,H2CA30143,XAVIER BECERRA,1.0
12200,1990,NY,3,REP,45699,NY3_1990,ROBERT PREVIDI,H8NY03045,ROBERT PREVIDI,1.0
12201,2006,CA,32,DEM,76059,CA32_2006,HILDA SOLIS,H0CA31087,HILDA SOLIS,1.0
12202,2006,CA,33,DEM,113715,CA33_2006,DIANE WATSON,H2CA32099,DIANE WATSON,1.0
12203,2014,MI,12,DEM,134346,MI12_2014,DEBBIE DINGELL,H4MI12079,DEBBIE DINGELL,1.0
12204,1980,IN,3,DEM,85136,IN3_1980,JOHN BRADEMAS,H6IN03039,JOHN BRADEMAS,1.0
12205,2010,OH,18,DEM,80756,OH18_2010,ZACHARY SPACE,H6OH18157,ZACHARY SPACE,1.0
12206,2006,CA,34,DEM,57459,CA34_2006,LUCILLE ROYBAL-ALLARD,H2CA33048,LUCILLE ROYBAL-ALLARD,1.0
12207,1992,WA,6,DEM,152933,WA6_1992,NORMAN DICKS,H6WA06021,NORMAN DICKS,1.0
12208,1992,WA,6,IND,14490,WA6_1992,TOM DONNELLY,H2WA06061,TOM DONNELLY,1.0
12209,2014,MI,10,REP,157069,MI10_2014,CANDICE MILLER,H6MI12181,CANDICE MILLER,1.0
12210,2014,MI,11,DEM,101681,MI11_2014,BOBBY MCKENZIE,H4MI11105,BOBBY MCKENZIE,1.0
12211,1980,PA,6,REP,57844,PA6_1980,GEORGE HULSHART,H8PA06012,GEORGE HULSHART,1.0
12212,2006,CA,35,DEM,82498,CA35_2006,MAXINE WATERS,H4CA23011,MAXINE WATERS,1.0
12213,1990,NY,4,DEM,41308,NY4_1990,FRANCIS GOBAN,H8NY04035,FRANCIS GOBAN,1.0
12214,1992,WA,5,DEM,135965,WA5_1992,THOMAS FOLEY,H6WA05023,THOMAS FOLEY,1.0
12215,1992,WA,6,REP,66664,WA6_1992,LAURI PHILLIPS,H2WA06053,LAURI PHILLIPS,1.0
12216,1978,MS,1,DEM,57358,MS1_1978,JAMIE WHITTEN,H6MS01024,JAMIE WHITTEN,1.0
12217,2006,CA,36,REP,53068,CA36_2006,BRIAN GIBSON,H6CA36125,BRIAN GIBSON,1.0
12218,2014,MI,9,DEM,136342,MI9_2014,SANDER LEVIN,H2MI17023,SANDER LEVIN,1.0
12219,1984,NY,3,REP,100591,NY3_1984,ROBERT QUINN,H4NY03010,ROBERT QUINN,1.0
12220,2014,MI,9,REP,81470,MI9_2014,GEORGE BRIKHO,H4MI09075,GEORGE BRIKHO,1.0
12221,2006,CA,36,OTHER,4592,CA36_2006,JAMES SMITH,H6CA36141,JAMES SMITH,1.0
12222,1980,PA,5,REP,148898,PA5_1980,RICHARD SCHULZE,H6PA05042,RICHARD SCHULZE,1.0
12223,1990,NY,4,REP,63838,NY4_1990,NORMAN LENT,H6NY04039,NORMAN LENT,1.0
12224,2014,MI,8,REP,132739,MI8_2014,MIKE BISHOP,H4MI08135,MIKE BISHOP,1.0
12225,1986,AL,3,DEM,115127,AL3_1986,BILL NICHOLS,H6AL03025,BILL NICHOLS,1.0
12226,2014,MI,8,OTHER,1680,MI8_2014,JEREMY BURGESS,H4MI08101,JEREMY BURGESS,1.0
12227,2006,CA,36,DEM,105323,CA36_2006,JANE HARMAN,H2CA27107,JANE HARMAN,1.0
12228,1990,NY,5,REP,59568,NY5_1990,RAYMOND MCGRATH,H0NY05021,RAYMOND MCGRATH,1.0
12229,1978,MS,2,DEM,57678,MS2_1978,DAVID BOWEN,H6MS02022,DAVID BOWEN,1.0
12230,2006,CA,38,DEM,75181,CA38_2006,GRACE NAPOLITANO,H8CA34068,GRACE NAPOLITANO,1.0
12231,2006,CA,38,REP,24620,CA38_2006,SIDNEY STREET,H6CA38105,SIDNEY STREET,1.0
12232,1980,PA,5,DEM,47092,PA5_1980,GRADY BRICKHOUSE,H0PA05011,GRADY BRICKHOUSE,1.0
12233,2006,CA,37,DEM,80716,CA37_2006,JUANITA MILLENDER-MCDONALD,H6CA37222,JUANITA MILLENDER-MCDONALD,1.0
12234,2014,MI,7,DEM,92083,MI7_2014,PAM BYRNES,H4MI07178,PAM BYRNES,1.0
12235,1990,NY,5,DEM,51738,NY5_1990,MARK EPSTEIN,H0NY05047,MARK EPSTEIN,1.0
12236,1990,NY,6,DEM,42499,NY6_1990,FLOYD FLAKE,H6NY06067,FLOYD FLAKE,1.0
12237,2014,MI,6,DEM,84391,MI6_2014,PAUL CLEMENTS,H4MI06105,PAUL CLEMENTS,1.0
12238,2006,CA,39,DEM,72149,CA39_2006,LINDA SANCHEZ,H2CA39078,LINDA SANCHEZ,1.0
12239,2006,CA,39,REP,37384,CA39_2006,JAMES ANDION,H6CA39129,JAMES ANDION,1.0
12240,2006,CA,40,REP,100995,CA40_2006,EDWARD ROYCE,H6CA39020,EDWARD ROYCE,1.0
12241,2006,CA,40,DEM,46418,CA40_2006,FLORICE HOFFMAN,H6CA40267,FLORICE HOFFMAN,1.0
12242,1992,WA,5,REP,110443,WA5_1992,JOHN SONNELAND,H8WA05011,JOHN SONNELAND,1.0
12243,2014,MI,5,DEM,148182,MI5_2014,DANIEL KILDEE,H2MI05119,DANIEL KILDEE,1.0
12244,2014,MI,4,REP,123962,MI4_2014,JOHN MOOLENAAR,H4MI04126,JOHN MOOLENAAR,1.0
12245,1992,WA,4,REP,103028,WA4_1992,RICHARD HASTINGS,H2WA04041,RICHARD HASTINGS,1.0
12246,2006,CA,41,REP,109761,CA41_2006,JERRY LEWIS,H8CA37079,JERRY LEWIS,1.0
12247,2006,CA,43,REP,29069,CA43_2006,SCOTT FOLKENS,H6CA43121,SCOTT FOLKENS,1.0
12248,2006,CA,42,REP,129720,CA42_2006,GARY MILLER,H8CA41063,GARY MILLER,1.0
12249,1990,NY,7,DEM,48159,NY7_1990,GARY ACKERMAN,H4NY07011,GARY ACKERMAN,1.0
12250,2014,MI,4,DEM,85777,MI4_2014,JEFF HOLMES,H4MI04134,JEFF HOLMES,1.0
12251,2006,CA,43,DEM,52791,CA43_2006,JOE BACA,H6CA42099,JOE BACA,1.0
12252,1980,PA,4,DEM,73895,PA4_1980,THOMAS MAGRANN,H0PA04097,THOMAS MAGRANN,1.0
12253,1990,NY,8,DEM,53552,NY8_1990,JAMES SCHEUER,H6NY11059,JAMES SCHEUER,1.0
12254,1990,NY,9,DEM,35177,NY9_1990,THOMAS MANTON,H8NY09059,THOMAS MANTON,1.0
12255,1984,NY,4,REP,138209,NY4_1984,NORMAN LENT,H6NY04039,NORMAN LENT,1.0
12256,2006,CA,45,REP,99638,CA45_2006,MARY BONO,H8CA44034,MARY BONO,1.0
12257,2006,CA,44,DEM,55275,CA44_2006,LOUIS VANDENBERG,H2CA44128,LOUIS VANDENBERG,1.0
12258,1978,MS,3,REP,8408,MS3_1978,DOROTHY CLEVELAND,H6MS03012,DOROTHY CLEVELAND,1.0
12259,2014,MI,3,REP,125754,MI3_2014,JUSTIN AMASH,H0MI03126,JUSTIN AMASH,1.0
12260,2014,MI,1,DEM,113263,MI1_2014,JERRY CANNON,H4MI01114,JERRY CANNON,1.0
12261,1980,PA,4,REP,127475,PA4_1980,CHARLES DOUGHERTY,H8PA04017,CHARLES DOUGHERTY,1.0
12262,2006,CA,44,REP,89555,CA44_2006,KEN CALVERT,H2CA37023,KEN CALVERT,1.0
12263,2006,CA,46,REP,116176,CA46_2006,DANA ROHRABACHER,H8CA42061,DANA ROHRABACHER,1.0
12264,2006,CA,46,DEM,71573,CA46_2006,JIM BRANDT,H4CA46061,JIM BRANDT,1.0
12265,2006,CA,45,DEM,64613,CA45_2006,DAVID ROTH,H6CA45084,DAVID ROTH,1.0
12266,2006,CA,47,DEM,47134,CA47_2006,LORETTA SANCHEZ,H6CA46033,LORETTA SANCHEZ,1.0
12267,2006,CA,47,REP,28485,CA47_2006,TAN NGUYEN,H4CA46087,TAN NGUYEN,1.0
12268,1992,WA,4,DEM,106556,WA4_1992,JAY INSLEE,H2WA04090,JAY INSLEE,1.0
12269,2014,MI,2,DEM,70851,MI2_2014,DEAN VANDERSTELT,H4MI02104,DEAN VANDERSTELT,1.0
12270,1978,MS,3,DEM,101685,MS3_1978,G MONTGOMERY,H6MS03020,G MONTGOMERY,1.0
12271,2014,MA,9,DEM,140413,MA9_2014,WILLIAM KEATING,H0MA10082,WILLIAM KEATING,1.0
12272,1980,PA,3,REP,40866,PA3_1980,WILLIAM PHILLIPS,H0PA03024,WILLIAM PHILLIPS,1.0
12273,2006,CA,49,REP,98831,CA49_2006,DARRELL ISSA,H0CA48024,DARRELL ISSA,1.0
12274,2006,CA,48,REP,120130,CA48_2006,JOHN CAMPBELL,H6CA48039,JOHN CAMPBELL,1.0
12275,1978,MS,4,DEM,34837,MS4_1978,JOHN STENNIS,H8MS04040,JOHN STENNIS,1.0
12276,2014,MA,9,REP,114971,MA9_2014,JOHN CHAPMAN,H4MA09078,JOHN CHAPMAN,1.0
12277,1992,WA,3,DEM,138043,WA3_1992,JOLENE UNSOELD,H8WA03065,JOLENE UNSOELD,1.0
12278,1992,WA,3,REP,108583,WA3_1992,PAT FISKE,H2WA03043,PAT FISKE,1.0
12279,2006,CA,49,DEM,52227,CA49_2006,JEENI CRISCENZO,H6CA49086,JEENI CRISCENZO,1.0
12280,1990,NY,10,DEM,58673,NY10_1990,CHARLES SCHUMER,H0NY16010,CHARLES SCHUMER,1.0
12281,2006,CA,51,DEM,78114,CA51_2006,BOB FILNER,H2CA50034,BOB FILNER,1.0
12282,2006,CA,50,REP,118018,CA50_2006,BRIAN BILBRAY,H4CA49032,BRIAN BILBRAY,1.0
12283,2014,MA,8,DEM,200644,MA8_2014,STEPHEN LYNCH,H2MA09072,STEPHEN LYNCH,1.0
12284,2006,CA,50,DEM,96612,CA50_2006,FRANCINE BUSBY,H4CA50055,FRANCINE BUSBY,1.0
12285,1980,PA,3,DEM,67942,PA3_1980,RAYMOND LEDERER,H6PA03047,RAYMOND LEDERER,1.0
12286,2014,MA,7,DEM,142133,MA7_2014,MICHAEL CAPUANO,H8MA08071,MICHAEL CAPUANO,1.0
12287,1992,WA,2,REP,107365,WA2_1992,JACK METCALF,H2WA02045,JACK METCALF,1.0
12288,2006,CA,51,REP,34931,CA51_2006,BLAKE MILES,H6CA51041,BLAKE MILES,1.0
12289,2010,OK,1,REP,151173,OK1_2010,JOHN SULLIVAN,H2OK01093,JOHN SULLIVAN,1.0
12290,2008,NC,13,REP,114383,NC13_2008,HUGH WEBSTER,H8NC13042,HUGH WEBSTER,1.0
12291,2008,ND,0,REP,119388,ND0_2008,DUANE SAND,H4ND00038,DUANE SAND,1.0
12292,2006,CA,52,REP,123696,CA52_2006,DUNCAN HUNTER,H2CA42023,DUNCAN HUNTER,1.0
12293,2014,MA,6,DEM,149638,MA6_2014,SETH MOULTON,H4MA06090,SETH MOULTON,1.0
12294,2006,CA,52,DEM,61208,CA52_2006,JOHN RINALDI,H6CA52072,JOHN RINALDI,1.0
12295,1990,NY,11,DEM,34711,NY11_1990,EDOLPHUS TOWNS,H2NY11017,EDOLPHUS TOWNS,1.0
12296,1990,NY,12,OTHER,1159,NY12_1990,JOSEPH CAESAR,H0NY12092,JOSEPH CAESAR,1.0
12297,1978,MS,4,REP,68225,MS4_1978,JON HINSON,H8MS04016,JON HINSON,1.0
12298,2006,CA,53,REP,43312,CA53_2006,JOHN WOODRUM,H6CA53021,JOHN WOODRUM,1.0
12299,1980,PA,3,OTHER,11849,PA3_1980,MAX WEINER,H0PA03172,MAX WEINER,1.0
12300,1990,NY,12,DEM,39103,NY12_1990,MAJOR OWENS,H2NY12023,MAJOR OWENS,1.0
12301,2014,MA,6,REP,111989,MA6_2014,RICHARD TISEI,H2MA00014,RICHARD TISEI,1.0
12302,2006,CA,53,DEM,97541,CA53_2006,SUSAN DAVIS,H0CA49055,SUSAN DAVIS,1.0
12303,2006,CO,1,DEM,129446,CO1_2006,DIANA DEGETTE,H6CO01141,DIANA DEGETTE,1.0
12304,2014,MA,5,DEM,182100,MA5_2014,KATHERINE CLARK,H4MA05084,KATHERINE CLARK,1.0
12305,2006,CO,2,DEM,157850,CO2_2006,MARK UDALL,H8CO02087,MARK UDALL,1.0
12306,2006,CO,2,LIB,5025,CO2_2006,NORM OLSEN,H2CO02122,NORM OLSEN,1.0
12307,1980,PA,1,REP,37893,PA1_1980,ROBERT BURKE,H0PA01200,ROBERT BURKE,1.0
12308,1978,MS,5,REP,97177,MS5_1978,TRENT LOTT,H6MS05041,TRENT LOTT,1.0
12309,2006,CO,3,LIB,4417,CO3_2006,BERT SARGENT,H6CO03147,BERT SARGENT,1.0
12310,2006,CO,3,DEM,146488,CO3_2006,JOHN SALAZAR,H4CO03167,JOHN SALAZAR,1.0
12311,2014,MA,3,REP,81638,MA3_2014,ROSEANN WOFFORD,H4MA03097,ROSEANN WOFFORD,1.0
12312,1980,PA,1,DEM,52956,PA1_1980,MICHAEL MYERS,H8PA01039,MICHAEL MYERS,1.0
12313,1992,WA,1,DEM,148844,WA1_1992,MARIA CANTWELL,H2WA01054,MARIA CANTWELL,1.0
12314,2006,CO,3,REP,86930,CO3_2006,SCOTT TIPTON,H6CO03139,SCOTT TIPTON,1.0
12315,1978,MO,1,DEM,65950,MO1_1978,WILLIAM CLAY,H0MO01066,WILLIAM CLAY,1.0
12316,1978,MO,1,OTHER,1353,MO1_1978,MARY PRITCHARD,H8MO01085,MARY PRITCHARD,1.0
12317,1990,NY,13,DEM,45412,NY13_1990,STEPHEN SOLARZ,H6NY13030,STEPHEN SOLARZ,1.0
12318,2006,CO,4,REP,109732,CO4_2006,MARILYN MUSGRAVE,H2CO04045,MARILYN MUSGRAVE,1.0
12319,1992,WA,1,REP,113897,WA1_1992,GARY NELSON,H2WA01062,GARY NELSON,1.0
12320,2014,MA,1,DEM,167612,MA1_2014,RICHARD NEAL,H8MA02041,RICHARD NEAL,1.0
12321,1990,NY,14,DEM,32738,NY14_1990,ANTHONY POCCHIA,H0NY14130,ANTHONY POCCHIA,1.0
12322,2014,MA,2,DEM,169640,MA2_2014,JAMES MCGOVERN,H4MA03022,JAMES MCGOVERN,1.0
12323,1990,NY,14,REP,44271,NY14_1990,SUSAN MOLINARI,H0NY14098,SUSAN MOLINARI,1.0
12324,2006,CO,5,DEM,83431,CO5_2006,JAY FAWCETT,H6CO05126,JAY FAWCETT,1.0
12325,1980,OR,4,REP,130861,OR4_1980,MICHAEL FITZGERALD,H8OR04068,MICHAEL FITZGERALD,1.0
12326,1990,NY,15,REP,48505,NY15_1990,BILL GREEN,H8NY18076,BILL GREEN,1.0
12327,1992,VA,11,DEM,114172,VA11_1992,LESLIE BYRNE,H8VA11039,LESLIE BYRNE,1.0
12328,1992,VA,11,IND,4155,VA11_1992,PERRY MITCHELL,H2VA11099,PERRY MITCHELL,1.0
12329,1992,CT,6,REP,166967,CT6_1992,NANCY JOHNSON,H2CT06014,NANCY JOHNSON,1.0
12330,2006,CO,7,REP,79571,CO7_2006,RICK O'DONNELL,H2CO07055,RICK O'DONNELL,1.0
12331,2006,CO,6,REP,158806,CO6_2006,THOMAS TANCREDO,H8CO06054,THOMAS TANCREDO,1.0
12332,1990,NY,15,DEM,30519,NY15_1990,FRANCES REITER,H0NY15046,FRANCES REITER,1.0
12333,2006,CT,1,REP,53010,CT1_2006,SCOTT MACLEAN,H6CT01149,SCOTT MACLEAN,1.0
12334,2014,MD,7,DEM,144639,MD7_2014,ELIJAH CUMMINGS,H6MD07160,ELIJAH CUMMINGS,1.0
12335,2006,CT,1,DEM,154539,CT1_2006,JOHN LARSON,H8CT01046,JOHN LARSON,1.0
12336,1992,VA,11,REP,103119,VA11_1992,HENRY BUTLER,H2VA11016,HENRY BUTLER,1.0
12337,2014,MD,6,DEM,94704,MD6_2014,JOHN DELANEY,H2MD06195,JOHN DELANEY,1.0
12338,1980,OR,3,DEM,156371,OR3_1980,RON WYDEN,H0OR03026,RON WYDEN,1.0
12339,2006,CT,2,DEM,121248,CT2_2006,JOE COURTNEY,H2CT02112,JOE COURTNEY,1.0
12340,1992,CT,6,OTHER,1036,CT6_1992,RALPH ECONOMU,H2CT06121,RALPH ECONOMU,1.0
12341,1992,MN,4,OTHER,159796,MN4_1992,BRUCE VENTO,H6MN04103,BRUCE VENTO,1.0
12342,1992,MN,4,IND,6732,MN4_1992,JAMES WILLESS,H2MN04045,JAMES WILLESS,1.0
12343,2008,NC,12,DEM,215908,NC12_2008,MELVIN WATT,H2NC12021,MELVIN WATT,1.0
12344,1990,NY,15,OTHER,3654,NY15_1990,MICHAEL BERNS,H4NY16020,MICHAEL BERNS,1.0
12345,2014,MD,5,DEM,144725,MD5_2014,STENY HOYER,H2MD05155,STENY HOYER,1.0
12346,2006,CT,2,REP,121165,CT2_2006,ROB SIMMONS,H0CT02124,ROB SIMMONS,1.0
12347,2010,OK,2,REP,83226,OK2_2010,CHARLES THOMPSON,H0OK02186,CHARLES THOMPSON,1.0
12348,1980,AL,7,DEM,122505,AL7_1980,RICHARD SHELBY,H8AL07014,RICHARD SHELBY,1.0
12349,2006,CT,3,DEM,150436,CT3_2006,ROSA DELAURO,H0CT03072,ROSA DELAURO,1.0
12350,1978,MO,2,DEM,102911,MO2_1978,ROBERT YOUNG,H6MO02103,ROBERT YOUNG,1.0
12351,1984,NY,5,DEM,77743,NY5_1984,MICHAEL D'INNOCENZO,H4NY05015,MICHAEL D'INNOCENZO,1.0
12352,2014,MD,4,REP,54217,MD4_2014,NANCY HOYT,H4MD04121,NANCY HOYT,1.0
12353,2014,MD,4,DEM,134628,MD4_2014,DONNA EDWARDS,H6MD04183,DONNA EDWARDS,1.0
12354,2006,CT,4,REP,106510,CT4_2006,CHRISTOPHER SHAYS,H8CT04057,CHRISTOPHER SHAYS,1.0
12355,1984,NY,5,REP,125236,NY5_1984,RAYMOND MCGRATH,H0NY05021,RAYMOND MCGRATH,1.0
12356,1992,VA,10,REP,144471,VA10_1992,FRANK WOLF,H6VA10050,FRANK WOLF,1.0
12357,2014,MD,3,DEM,128594,MD3_2014,JOHN SARBANES,H6MD03292,JOHN SARBANES,1.0
12358,2006,CT,4,DEM,99450,CT4_2006,DIANE FARRELL,H4CT04098,DIANE FARRELL,1.0
12359,1990,NY,16,DEM,50421,NY16_1990,CHARLES RANGEL,H6NY19029,CHARLES RANGEL,1.0
12360,1978,MO,3,DEM,121565,MO3_1978,RICHARD GEPHARDT,H6MO03119,RICHARD GEPHARDT,1.0
12361,2014,MD,2,OTHER,5326,MD2_2014,IAN SCHLAKMAN,H4MD02166,IAN SCHLAKMAN,1.0
12362,2014,MD,3,REP,87029,MD3_2014,CHARLES LONG,H4MD03123,CHARLES LONG,1.0
12363,2006,CT,4,LIB,3058,CT4_2006,PHILIP MAYMIN,H6CT04101,PHILIP MAYMIN,1.0
12364,2014,MD,2,REP,70411,MD2_2014,DAVID BANACH,H4MD02174,DAVID BANACH,1.0
12365,2006,CT,5,REP,94824,CT5_2006,NANCY JOHNSON,H2CT06014,NANCY JOHNSON,1.0
12366,1980,IN,3,REP,103972,IN3_1980,JOHN HILER,H0IN03024,JOHN HILER,1.0
12367,2008,NC,10,REP,171774,NC10_2008,PATRICK MCHENRY,H4NC10047,PATRICK MCHENRY,1.0
12368,2006,DE,0,REP,143897,DE0_2006,MICHAEL CASTLE,H2DE00072,MICHAEL CASTLE,1.0
12369,2006,DE,0,DEM,97565,DE0_2006,DENNIS SPIVACK,H6DE00172,DENNIS SPIVACK,1.0
12370,1980,OR,2,DEM,138089,OR2_1980,AL ULLMAN,H6OR02033,AL ULLMAN,1.0
12371,1990,NY,17,DEM,73450,NY17_1990,TED WEISS,H6NY20050,TED WEISS,1.0
12372,2006,DE,0,OTHER,4463,DE0_2006,MICHAEL BERG,H6DE01063,MICHAEL BERG,1.0
12373,2006,FL,3,DEM,1,FL3_2006,CORRINE BROWN,H2FL03056,CORRINE BROWN,1.0
12374,1978,MO,4,DEM,120748,MO4_1978,IKE SKELTON,H6MO04141,IKE SKELTON,1.0
12375,2014,ME,2,DEM,118568,ME2_2014,EMILY CAIN,H4ME02200,EMILY CAIN,1.0
12376,1980,OR,1,REP,105083,OR1_1980,LYNN ENGDAHL,H0OR01012,LYNN ENGDAHL,1.0
12377,1980,OR,1,DEM,203532,OR1_1980,LES AUCOIN,H6OR01027,LES AUCOIN,1.0
12378,2006,FL,4,REP,141759,FL4_2006,ANDER CRENSHAW,H0FL04066,ANDER CRENSHAW,1.0
