,year,state,district,party,candidatevotes,race_id,clean_namehouse,FEC_ID,clean_namefec,similarity_score
4195,1982,OH,7,REP,87842,OH7_1982,MICHAEL DEWINE,H2OH07027,MICHAEL DEWINE,1.0
4196,2022,AZ,5,IND,18851,AZ5_2022,CLINT SMITH,H2AZ05173,CLINT SMITH,1.0
4197,2022,AZ,6,REP,177201,AZ6_2022,JUAN CISCOMANI,H2AZ02360,JUAN CISCOMANI,1.0
4198,2022,AZ,4,DEM,148941,AZ4_2022,GREG STANTON,H8AZ09040,GREG STANTON,1.0
4199,2022,AZ,5,REP,182464,AZ5_2022,ANDY BIGGS,H6AZ05083,ANDY BIGGS,1.0
4200,2022,AZ,5,DEM,120243,AZ5_2022,JAVIER RAMOS,H0AZ05185,JAVIER RAMOS,1.0
4201,1988,IL,8,DEM,107728,IL8_1988,DAN ROSTENKOWSKI,H6IL08022,DAN ROSTENKOWSKI,1.0
4202,1976,MN,3,REP,149013,MN3_1976,BILL FRENZEL,H6MN03022,BILL FRENZEL,1.0
4203,2022,AZ,4,REP,116521,AZ4_2022,KELLY COOPER,H2AZ09191,KELLY COOPER,1.0
4204,1998,WA,4,REP,121684,WA4_1998,DOC HASTINGS,H2WA04041,DOC HASTINGS,1.0
4205,2022,AZ,2,REP,174169,AZ2_2022,ELI CRANE,H2AZ01354,ELI CRANE,1.0
4206,1994,VA,11,REP,98216,VA11_1994,THOMAS DAVIS,H4VA11020,THOMAS DAVIS,1.0
4207,1998,WA,4,OTHER,11363,WA4_1998,PEGGY MCKERLIE,H8WA04055,PEGGY MCKERLIE,1.0
4208,2022,AZ,3,DEM,108599,AZ3_2022,RUBEN GALLEGO,H4AZ07043,RUBEN GALLEGO,1.0
4209,1982,OH,6,DEM,63435,OH6_1982,LYNN GRIMSHAW,H2OH06011,LYNN GRIMSHAW,1.0
4210,1988,IL,9,REP,67604,IL9_1988,HERBERT SOHN,H4IL09017,HERBERT SOHN,1.0
4211,1998,WA,6,DEM,143308,WA6_1998,NORMAN DICKS,H6WA06021,NORMAN DICKS,1.0
4212,1982,OH,6,REP,92135,OH6_1982,BOB MCEWEN,H0OH06049,BOB MCEWEN,1.0
4213,1998,WA,5,OTHER,9673,WA5_1998,JOHN BEAL,H8WA05078,JOHN BEAL,1.0
4214,2010,KY,6,REP,119164,KY6_2010,GARLAND BARR,H0KY06104,GARLAND BARR,1.0
4215,1980,CA,31,DEM,69146,CA31_1980,MERVYN DYMALLY,H0CA31020,MERVYN DYMALLY,1.0
4216,1992,ME,1,DEM,232696,ME1_1992,THOMAS ANDREWS,H6ME01033,THOMAS ANDREWS,1.0
4217,1984,PA,3,DEM,152598,PA3_1984,ROBERT BORSKI,H2PA04010,ROBERT BORSKI,1.0
4218,2022,AL,7,DEM,123233,AL7_2022,TERRI SEWELL,H0AL07086,TERRI SEWELL,1.0
4219,2022,AZ,1,DEM,179141,AZ1_2022,JEVIN HODGE,H2AZ06221,JEVIN HODGE,1.0
4220,2022,AZ,1,REP,182336,AZ1_2022,DAVID SCHWEIKERT,H4AZ06045,DAVID SCHWEIKERT,1.0
4221,1998,WA,8,DEM,91371,WA8_1998,HEIDI BEHRENS-BENEDICT,H8WA08049,HEIDI BEHRENS-BENEDICT,1.0
4222,1998,WA,8,REP,135539,WA8_1998,JENNIFER DUNN,H2WA08075,JENNIFER DUNN,1.0
4223,2022,AL,6,REP,154233,AL6_2022,GARY PALMER,H4AL06098,GARY PALMER,1.0
4224,1988,IL,9,DEM,135583,IL9_1988,SIDNEY YATES,H6IL09038,SIDNEY YATES,1.0
4225,2022,AL,7,REP,67416,AL7_2022,BEATRICE NICHOLS,H2AL07173,BEATRICE NICHOLS,1.0
4226,2010,AL,2,REP,111645,AL2_2010,MARTHA ROBY,H0AL02087,MARTHA ROBY,1.0
4227,2010,LA,1,REP,157182,LA1_2010,STEVE SCALISE,H0LA01087,STEVE SCALISE,1.0
4228,1976,MN,4,DEM,133282,MN4_1976,BRUCE VENTO,H6MN04103,BRUCE VENTO,1.0
4229,2022,AL,5,REP,142435,AL5_2022,DALE STRONG,H2AL05102,DALE STRONG,1.0
4230,2022,AL,5,DEM,62740,AL5_2022,KATHY WARNER-STANTON,H2AL05177,KATHY WARNER-STANTON,1.0
4231,1982,OH,5,DEM,70120,OH5_1982,JAMES SHERCK,H8OH05010,JAMES SHERCK,1.0
4232,1998,WA,9,DEM,111948,WA9_1998,ADAM SMITH,H6WA09025,ADAM SMITH,1.0
4233,2022,AL,4,REP,164655,AL4_2022,ROBERT ADERHOLT,H6AL04098,ROBERT ADERHOLT,1.0
4234,1988,IL,10,DEM,60187,IL10_1988,EUGENE FRIEDMAN,H8IL10073,EUGENE FRIEDMAN,1.0
4235,2022,AL,3,IND,3831,AL3_2022,DOUGLAS BELL,H2AL03107,DOUGLAS BELL,1.0
4236,1994,VA,11,DEM,84104,VA11_1994,LESLIE BYRNE,H8VA11039,LESLIE BYRNE,1.0
4237,1998,WV,1,DEM,105101,WV1_1998,ALAN MOLLOHAN,H2WV01029,ALAN MOLLOHAN,1.0
4238,1982,OH,5,REP,86450,OH5_1982,DELBERT LATTA,H6OH05022,DELBERT LATTA,1.0
4239,1988,IL,10,REP,158519,IL10_1988,JOHN PORTER,H8IL10016,JOHN PORTER,1.0
4240,1982,OH,4,REP,105087,OH4_1982,MICHAEL OXLEY,H2OH04032,MICHAEL OXLEY,1.0
4241,2022,AL,2,DEM,58014,AL2_2022,PHYLLIS HARVEY-HALL,H0AL02202,PHYLLIS HARVEY-HALL,1.0
4242,1998,WV,1,LIB,19013,WV1_1998,RICHARD KERR,H8WV01059,RICHARD KERR,1.0
4243,2022,AL,1,REP,140592,AL1_2022,JERRY CARL,H0AL01055,JERRY CARL,1.0
4244,2010,LA,2,REP,43378,LA2_2010,ANH CAO,H8LA02112,ANH CAO,1.0
4245,2010,LA,1,DEM,38416,LA1_2010,MYRON KATZ,H0LA01178,MYRON KATZ,1.0
4246,2010,LA,2,OTHER,1876,LA2_2010,ANTHONY MARQUIZE,H0LA02218,ANTHONY MARQUIZE,1.0
4247,2010,LA,2,DEM,83705,LA2_2010,CEDRIC RICHMOND,H8LA02054,CEDRIC RICHMOND,1.0
4248,1988,IL,11,DEM,131753,IL11_1988,FRANK ANNUNZIO,H6IL11026,FRANK ANNUNZIO,1.0
4249,1998,WV,2,LIB,7660,WV2_1998,JOHN BROWN,H8WV02065,JOHN BROWN,1.0
4250,1994,VA,10,REP,153311,VA10_1994,FRANK WOLF,H6VA10050,FRANK WOLF,1.0
4251,1982,OH,3,DEM,119926,OH3_1982,TONY HALL,H8OH03015,TONY HALL,1.0
4252,1998,WI,1,DEM,81164,WI1_1998,LYDIA SPOTTSWOOD,H6WI01093,LYDIA SPOTTSWOOD,1.0
4253,1998,WI,1,REP,108475,WI1_1998,PAUL RYAN,H8WI01024,PAUL RYAN,1.0
4254,2020,WI,8,DEM,149558,WI8_2020,AMANDA STUCK,H0WI08125,AMANDA STUCK,1.0
4255,2020,WI,7,DEM,162741,WI7_2020,TRICIA ZUNKER,H0WI07135,TRICIA ZUNKER,1.0
4256,1998,WI,2,REP,103528,WI2_1998,JOSEPHINE MUSSER,H8WI02097,JOSEPHINE MUSSER,1.0
4257,2020,WI,6,DEM,164239,WI6_2020,JESSICA KING,H0WI06186,JESSICA KING,1.0
4258,1988,IL,11,REP,72489,IL11_1988,GEORGE GOTTLIEB,H6IL11018,GEORGE GOTTLIEB,1.0
4259,2020,WI,6,REP,238874,WI6_2020,GLENN GROTHMAN,H4WI06048,GLENN GROTHMAN,1.0
4260,1998,WI,2,DEM,116377,WI2_1998,TAMMY BALDWIN,H8WI00018,TAMMY BALDWIN,1.0
4261,1998,WI,4,DEM,105841,WI4_1998,GERALD KLECZKA,H4WI04027,GERALD KLECZKA,1.0
4262,1986,KS,3,REP,109266,KS3_1986,JAN MEYERS,H4KS03014,JAN MEYERS,1.0
4263,1998,WI,3,DEM,128256,WI3_1998,RON KIND,H6WI03099,RON KIND,1.0
4264,2020,WI,5,REP,265434,WI5_2020,SCOTT FITZGERALD,H0WI05113,SCOTT FITZGERALD,1.0
4265,2020,WI,5,DEM,175902,WI5_2020,TOM PALZEWICZ,H8WI05165,TOM PALZEWICZ,1.0
4266,2020,WI,4,DEM,232668,WI4_2020,GWEN MOORE,H4WI04183,GWEN MOORE,1.0
4267,1998,WI,3,REP,51001,WI3_1998,TROY BRECHLER,H8WI03061,TROY BRECHLER,1.0
4268,1976,MN,6,REP,99201,MN6_1976,JAMES ANDERSON,H6MN06041,JAMES ANDERSON,1.0
4269,1998,WI,5,DEM,121129,WI5_1998,THOMAS BARRETT,H2WI05150,THOMAS BARRETT,1.0
4270,1998,WI,6,REP,144144,WI6_1998,THOMAS PETRI,H0WI06061,THOMAS PETRI,1.0
4271,1998,WI,7,DEM,115613,WI7_1998,DAVID OBEY,H6WI07033,DAVID OBEY,1.0
4272,2020,WI,3,DEM,199870,WI3_2020,RON KIND,H6WI03099,RON KIND,1.0
4273,1988,IL,12,REP,165913,IL12_1988,PHILIP CRANE,H6IL12016,PHILIP CRANE,1.0
4274,2020,WI,2,DEM,318523,WI2_2020,MARK POCAN,H2WI02124,MARK POCAN,1.0
4275,1998,WI,7,REP,75049,WI7_1998,SCOTT WEST,H4WI07046,SCOTT WEST,1.0
4276,1988,IL,12,DEM,54769,IL12_1988,JOHN LEONARDI,H6IL12024,JOHN LEONARDI,1.0
4277,1998,WI,8,DEM,93441,WI8_1998,JAY JOHNSON,H6WI08072,JAY JOHNSON,1.0
4278,1998,WI,8,REP,112418,WI8_1998,MARK GREEN,H8WI00026,MARK GREEN,1.0
4279,1982,OH,1,DEM,99143,OH1_1982,THOMAS LUKEN,H6OH02052,THOMAS LUKEN,1.0
4280,2020,WI,1,DEM,163170,WI1_2020,ROGER POLACK,H0WI01120,ROGER POLACK,1.0
4281,2020,WI,1,REP,238271,WI1_2020,BRYAN STEIL,H8WI01156,BRYAN STEIL,1.0
4282,1998,WY,0,REP,100687,WY0_1998,BARBARA CUBIN,H4WY00055,BARBARA CUBIN,1.0
4283,1988,IL,13,DEM,74424,IL13_1988,EVELYN CRAIG,H8IL13036,EVELYN CRAIG,1.0
4284,1988,IL,13,REP,174992,IL13_1988,HARRIS FAWELL,H4IL13043,HARRIS FAWELL,1.0
4285,1998,WY,0,DEM,67399,WY0_1998,SCOTT FARRIS,H8WY00122,SCOTT FARRIS,1.0
4286,1984,IN,2,REP,103061,IN2_1984,KEN MACKENZIE,H2IN02022,KEN MACKENZIE,1.0
4287,1994,VA,8,IND,868,VA8_1994,WILLIAM JONES,H4VA08067,WILLIAM JONES,1.0
4288,2020,WV,3,REP,161585,WV3_2020,CAROL MILLER,H8WV03097,CAROL MILLER,1.0
4289,2020,WV,3,DEM,64927,WV3_2020,HILARY TURNER,H0WV03151,HILARY TURNER,1.0
4290,2000,AL,2,REP,151830,AL2_2000,TERRY EVERETT,H2AL02067,TERRY EVERETT,1.0
4291,1982,OH,1,REP,52658,OH1_1982,JOHN HELD,H2OH01038,JOHN HELD,1.0
4292,1994,VA,8,DEM,120281,VA8_1994,JAMES MORAN,H0VA08040,JAMES MORAN,1.0
4293,2000,AL,3,REP,147317,AL3_2000,BOB RILEY,H6AL03058,BOB RILEY,1.0
4294,2000,AL,4,DEM,86400,AL4_2000,MARSHA FOLSOM,H0AL04026,MARSHA FOLSOM,1.0
4295,2000,AL,2,LIB,4111,AL2_2000,WALLACE MCGAHAN,H0AL02079,WALLACE MCGAHAN,1.0
4296,1976,MN,8,DEM,206755,MN8_1976,JAMES OBERSTAR,H6MN08047,JAMES OBERSTAR,1.0
4297,1994,VA,8,REP,79568,VA8_1994,KYLE MCSLARROW,H2VA08053,KYLE MCSLARROW,1.0
4298,2020,WV,2,REP,172195,WV2_2020,ALEXANDER MOONEY,H4WV02080,ALEXANDER MOONEY,1.0
4299,2000,AL,4,REP,140009,AL4_2000,ROBERT ADERHOLT,H6AL04098,ROBERT ADERHOLT,1.0
4300,1988,IL,14,REP,161146,IL14_1988,J HASTERT,H6IL14095,J HASTERT,1.0
4301,2020,WV,1,DEM,81177,WV1_2020,NATALIE CLINE,H0WV01114,NATALIE CLINE,1.0
4302,1976,MS,1,DEM,93687,MS1_1976,JAMIE WHITTEN,H6MS01024,JAMIE WHITTEN,1.0
4303,2000,AL,6,REP,212751,AL6_2000,SPENCER BACHUS,H2AL06035,SPENCER BACHUS,1.0
4304,1982,ND,0,DEM,186534,ND0_1982,BYRON DORGAN,H0ND00036,BYRON DORGAN,1.0
4305,1976,MS,2,DEM,75092,MS2_1976,DAVID BOWEN,H6MS02022,DAVID BOWEN,1.0
4306,2020,WA,10,DEM,167937,WA10_2020,MARILYN STRICKLAND,H0WA10034,MARILYN STRICKLAND,1.0
4307,2020,WV,1,REP,180488,WV1_2020,DAVID MCKINLEY,H0WV01072,DAVID MCKINLEY,1.0
4308,2000,AL,7,DEM,148243,AL7_2000,EARL HILLIARD,H0AL07094,EARL HILLIARD,1.0
4309,2020,WA,8,DEM,213123,WA8_2020,KIM SCHRIER,H8WA08189,KIM SCHRIER,1.0
4310,2010,LA,4,DEM,54609,LA4_2010,DAVID MELVILLE,H0LA04081,DAVID MELVILLE,1.0
4311,1982,NC,11,REP,84085,NC11_1982,WILLIAM HENDON,H0NC11019,WILLIAM HENDON,1.0
4312,2020,WA,9,DEM,258771,WA9_2020,ADAM SMITH,H6WA09025,ADAM SMITH,1.0
4313,2020,WA,8,REP,198423,WA8_2020,JESSE JENSEN,H0WA08103,JESSE JENSEN,1.0
4314,2000,AK,0,DEM,45372,AK0_2000,CLIFFORD GREENE,H0AK00055,CLIFFORD GREENE,1.0
4315,2000,AK,0,REP,190862,AK0_2000,DON YOUNG,H6AK00045,DON YOUNG,1.0
4316,2000,AL,7,REP,46134,AL7_2000,ED MARTIN,H0AL07078,ED MARTIN,1.0
4317,1988,IL,15,REP,140171,IL15_1988,EDWARD MADIGAN,H6IL21025,EDWARD MADIGAN,1.0
4318,1988,IL,15,DEM,55260,IL15_1988,THOMAS CURL,H8IL15031,THOMAS CURL,1.0
4319,2020,WA,6,DEM,247429,WA6_2020,DEREK KILMER,H2WA06129,DEREK KILMER,1.0
4320,2020,WA,7,REP,78240,WA7_2020,CRAIG KELLER,H4WA07073,CRAIG KELLER,1.0
4321,2020,WA,7,DEM,387109,WA7_2020,PRAMILA JAYAPAL,H6WA07458,PRAMILA JAYAPAL,1.0
4322,1992,ME,2,OTHER,27526,ME2_1992,JONATHAN CARTER,H2ME02048,JONATHAN CARTER,1.0
4323,1992,ME,2,REP,153022,ME2_1992,OLYMPIA SNOWE,H8ME02029,OLYMPIA SNOWE,1.0
4324,2010,LA,4,REP,105223,LA4_2010,JOHN FLEMING,H8LA04225,JOHN FLEMING,1.0
4325,2020,WA,6,REP,168783,WA6_2020,ELIZABETH KREISELMAIER,H0WA06081,ELIZABETH KREISELMAIER,1.0
4326,1976,MS,3,REP,8321,MS3_1976,DOROTHY CLEVELAND,H6MS03012,DOROTHY CLEVELAND,1.0
4327,2020,WA,4,DEM,102667,WA4_2020,DOUGLAS MCKINLEY,H6WA04141,DOUGLAS MCKINLEY,1.0
4328,2020,WA,5,REP,247815,WA5_2020,CATHY RODGERS,H4WA05077,CATHY RODGERS,1.0
4329,1994,VA,6,REP,126455,VA6_1994,BOB GOODLATTE,H2VA06115,BOB GOODLATTE,1.0
4330,1984,IN,2,DEM,118965,IN2_1984,PHILIP SHARP,H6IN10059,PHILIP SHARP,1.0
4331,2020,WA,5,DEM,155737,WA5_2020,DAVE WILSON,H0WA05133,DAVE WILSON,1.0
4332,1982,NC,11,DEM,85410,NC11_1982,JAMES CLARKE,H2NC11015,JAMES CLARKE,1.0
4333,2020,WA,4,REP,202108,WA4_2020,DAN NEWHOUSE,H4WA04104,DAN NEWHOUSE,1.0
4334,1976,MS,3,DEM,129088,MS3_1976,G MONTGOMERY,H6MS03020,G MONTGOMERY,1.0
4335,2000,AZ,1,DEM,97455,AZ1_2000,DAVID MENDOZA,H8AZ01062,DAVID MENDOZA,1.0
4336,1988,IL,16,REP,128365,IL16_1988,LYNN MARTIN,H0IL16044,LYNN MARTIN,1.0
4337,2000,AZ,3,REP,198367,AZ3_2000,BOB STUMP,H6AZ03112,BOB STUMP,1.0
4338,2000,AZ,2,REP,32990,AZ2_2000,BILL BARENHOLTZ,H8AZ02060,BILL BARENHOLTZ,1.0
4339,1994,VA,4,DEM,115055,VA4_1994,NORMAN SISISKY,H2VA04011,NORMAN SISISKY,1.0
4340,1994,VA,5,DEM,95308,VA5_1994,L PAYNE,H8VA05064,L PAYNE,1.0
4341,1994,VA,3,DEM,108532,VA3_1994,ROBERT SCOTT,H6VA01117,ROBERT SCOTT,1.0
4342,2000,AZ,3,DEM,94676,AZ3_2000,GENE SCHARER,H0AZ03248,GENE SCHARER,1.0
4343,1982,NC,10,REP,80904,NC10_1982,JAMES BROYHILL,H6NC10018,JAMES BROYHILL,1.0
4344,1988,IL,16,DEM,72431,IL16_1988,STEVEN MAHAN,H8IL16039,STEVEN MAHAN,1.0
4345,2020,WA,3,DEM,181347,WA3_2020,CAROLYN LONG,H8WA03198,CAROLYN LONG,1.0
4346,1994,VA,3,REP,28080,VA3_1994,THOMAS WARD,H4VA03027,THOMAS WARD,1.0
4347,1984,IN,3,REP,115139,IN3_1984,JOHN HILER,H0IN03024,JOHN HILER,1.0
4348,1988,IL,17,DEM,132130,IL17_1988,LANE EVANS,H2IL19010,LANE EVANS,1.0
4349,1986,KS,2,DEM,110737,KS2_1986,JIM SLATTERY,H2KS02010,JIM SLATTERY,1.0
4350,2000,AZ,4,REP,140396,AZ4_2000,JOHN SHADEGG,H4AZ04016,JOHN SHADEGG,1.0
4351,2000,AZ,5,DEM,101564,AZ5_2000,GEORGE CUNNINGHAM,H0AZ05045,GEORGE CUNNINGHAM,1.0
4352,2000,AZ,4,DEM,71803,AZ4_2000,BEN JANKOWSKI,H8AZ03084,BEN JANKOWSKI,1.0
4353,2020,WA,2,DEM,255252,WA2_2020,RICK LARSEN,H0WA02080,RICK LARSEN,1.0
4354,2020,WA,1,DEM,249944,WA1_2020,SUZAN DELBENE,H0WA08046,SUZAN DELBENE,1.0
4355,2020,WA,2,REP,148384,WA2_2020,TIMOTHY HAZELO,H0WA02197,TIMOTHY HAZELO,1.0
4356,2000,AZ,6,REP,186687,AZ6_2000,J HAYWORTH,H4AZ06052,J HAYWORTH,1.0
4357,2000,AZ,5,REP,172986,AZ5_2000,JIM KOLBE,H2AZ02014,JIM KOLBE,1.0
4358,1994,VA,2,DEM,81372,VA2_1994,OWEN PICKETT,H6VA02057,OWEN PICKETT,1.0
4359,2020,VA,11,DEM,280725,VA11_2020,GERALD CONNOLLY,H8VA11062,GERALD CONNOLLY,1.0
4360,2020,VA,11,REP,111380,VA11_2020,MANGA ANANTATMULA,H0VA11127,MANGA ANANTATMULA,1.0
4361,2020,VA,10,REP,206253,VA10_2020,ALISCIA ANDREWS,H0VA10186,ALISCIA ANDREWS,1.0
4362,2020,VA,10,DEM,268734,VA10_2020,JENNIFER WEXTON,H8VA10106,JENNIFER WEXTON,1.0
4363,2000,AR,1,DEM,120266,AR1_2000,MARION BERRY,H6AR01072,MARION BERRY,1.0
4364,2020,VA,9,REP,271851,VA9_2020,H GRIFFITH,H0VA09055,H GRIFFITH,1.0
4365,1988,IL,17,REP,71560,IL17_1988,WILLIAM STEWART,H8IL17029,WILLIAM STEWART,1.0
4366,1988,IL,18,DEM,94763,IL18_1988,G STEPHENS,H2IL18012,G STEPHENS,1.0
4367,1976,MS,5,REP,104554,MS5_1976,TRENT LOTT,H6MS05041,TRENT LOTT,1.0
4368,2000,AR,1,REP,79437,AR1_2000,SUSAN MYSHKA,H0AR01067,SUSAN MYSHKA,1.0
4369,1982,NC,9,REP,64297,NC9_1982,JAMES MARTIN,H6NC09051,JAMES MARTIN,1.0
4370,2020,VA,8,REP,95365,VA8_2020,JEFF JORDAN,H0VA08198,JEFF JORDAN,1.0
4371,1994,VA,1,DEM,45173,VA1_1994,MARY SINCLAIR,H4VA01021,MARY SINCLAIR,1.0
4372,2010,LA,3,DEM,61914,LA3_2010,RAVI SANGISETTY,H0LA03133,RAVI SANGISETTY,1.0
4373,2010,LA,4,OTHER,8962,LA4_2010,ARTIS CASH,H6LA04054,ARTIS CASH,1.0
4374,2010,AL,2,DEM,106865,AL2_2010,BOBBY BRIGHT,H8AL02130,BOBBY BRIGHT,1.0
4375,1992,IL,9,DEM,162942,IL9_1992,SIDNEY YATES,H6IL09038,SIDNEY YATES,1.0
4376,2020,VA,7,DEM,230893,VA7_2020,ABIGAIL SPANBERGER,H8VA07094,ABIGAIL SPANBERGER,1.0
4377,2020,VA,7,REP,222623,VA7_2020,NICK FREITAS,H0VA07158,NICK FREITAS,1.0
4378,1986,KS,1,REP,141297,KS1_1986,PAT ROBERTS,H0KS01016,PAT ROBERTS,1.0
4379,1988,IL,18,REP,114458,IL18_1988,ROBERT MICHEL,H6IL18021,ROBERT MICHEL,1.0
4380,1976,MO,1,DEM,87310,MO1_1976,WILLIAM CLAY,H6MO01022,WILLIAM CLAY,1.0
4381,1994,VA,1,REP,142930,VA1_1994,HERBERT BATEMAN,H2VA01017,HERBERT BATEMAN,1.0
4382,2020,VA,6,DEM,134729,VA6_2020,NICHOLAS BETTS,H0VA06044,NICHOLAS BETTS,1.0
4383,1988,IL,19,REP,73981,IL19_1988,ROBERT KERANS,H8IL19025,ROBERT KERANS,1.0
4384,1988,IL,19,DEM,132889,IL19_1988,TERRY BRUCE,H4IL19032,TERRY BRUCE,1.0
4385,1988,IL,20,REP,69303,IL20_1988,PAUL JURGENS,H8IL20031,PAUL JURGENS,1.0
4386,2000,AR,3,REP,1,AR3_2000,ASA HUTCHINSON,H6AR03011,ASA HUTCHINSON,1.0
4387,2000,AR,4,REP,104017,AR4_2000,JAY DICKEY,H2AR04067,JAY DICKEY,1.0
4388,2010,AL,1,REP,129063,AL1_2010,JO BONNER,H2AL01077,JO BONNER,1.0
4389,1980,GA,2,DEM,92264,GA2_1980,CHARLES HATCHER,H0GA02035,CHARLES HATCHER,1.0
4390,2008,WY,0,DEM,106758,WY0_2008,GARY TRAUNER,H6WY01025,GARY TRAUNER,1.0
4391,2010,LA,5,REP,122033,LA5_2010,RODNEY ALEXANDER,H2LA05084,RODNEY ALEXANDER,1.0
4392,1988,IL,20,DEM,153341,IL20_1988,RICHARD DURBIN,H2IL20026,RICHARD DURBIN,1.0
4393,1986,KS,1,DEM,43359,KS1_1986,DALE LYON,H6KS02177,DALE LYON,1.0
4394,2000,CA,1,DEM,155638,CA1_2000,MIKE THOMPSON,H8CA01109,MIKE THOMPSON,1.0
4395,2000,CA,1,REP,66987,CA1_2000,RUSSEL CHASE,H8CA01133,RUSSEL CHASE,1.0
4396,2020,VA,5,REP,210988,VA5_2020,ROBERT GOOD,H0VA05160,ROBERT GOOD,1.0
4397,1982,NC,8,REP,52417,NC8_1982,HARRIS BLAKE,H2NC08029,HARRIS BLAKE,1.0
4398,2000,CA,2,REP,168172,CA2_2000,WALLY HERGER,H6CA02010,WALLY HERGER,1.0
4399,1994,VT,0,REP,98523,VT0_1994,JOHN CARROLL,H4VT00066,JOHN CARROLL,1.0
4400,1984,IN,3,DEM,103961,IN3_1984,MICHAEL BARNES,H4IN03018,MICHAEL BARNES,1.0
4401,2000,CA,3,LIB,5227,CA3_2000,DOUGLAS TUMA,H8CA05134,DOUGLAS TUMA,1.0
4402,1994,VT,0,IND,105502,VT0_1994,BERNARD SANDERS,H8VT01016,BERNARD SANDERS,1.0
4403,2000,CA,3,REP,129254,CA3_2000,DOUG OSE,H8CA03105,DOUG OSE,1.0
4404,2000,CA,4,REP,197503,CA4_2000,JOHN DOOLITTLE,H0CA14042,JOHN DOOLITTLE,1.0
4405,2020,VA,3,DEM,233326,VA3_2020,ROBERT SCOTT,H6VA01117,ROBERT SCOTT,1.0
4406,1982,NC,7,REP,27015,NC7_1982,EDWARD JOHNSON,H2NC07039,EDWARD JOHNSON,1.0
4407,1976,MO,2,DEM,111568,MO2_1976,ROBERT YOUNG,H6MO02103,ROBERT YOUNG,1.0
4408,1994,UT,3,REP,61839,UT3_1994,DIXIE THOMPSON,H4UT03039,DIXIE THOMPSON,1.0
4409,2020,VA,2,DEM,185733,VA2_2020,ELAINE LURIA,H8VA02111,ELAINE LURIA,1.0
4410,2000,CA,4,DEM,97974,CA4_2000,MARK NORBERG,H0CA04100,MARK NORBERG,1.0
4411,1982,NC,7,DEM,68529,NC7_1982,CHARLES ROSE,H6NC07030,CHARLES ROSE,1.0
4412,2020,VA,1,REP,260614,VA1_2020,ROBERT WITTMAN,H8VA01147,ROBERT WITTMAN,1.0
4413,2020,VT,0,DEM,238827,VT0_2020,PETER WELCH,H8VT00034,PETER WELCH,1.0
4414,2020,VA,1,DEM,186923,VA1_2020,QASIM RASHID,H0VA01235,QASIM RASHID,1.0
4415,2020,VA,2,REP,165031,VA2_2020,SCOTT TAYLOR,H0VA02118,SCOTT TAYLOR,1.0
4416,1988,IL,21,DEM,105836,IL21_1988,JERRY COSTELLO,H8IL21021,JERRY COSTELLO,1.0
4417,1994,UT,2,DEM,66911,UT2_1994,KAREN SHEPHERD,H2UT02043,KAREN SHEPHERD,1.0
4418,1994,UT,2,IND,34167,UT2_1994,MERRILL COOK,H4UT02106,MERRILL COOK,1.0
4419,1994,UT,3,OTHER,1802,UT3_1994,BARBARA GREENWAY,H4UT03088,BARBARA GREENWAY,1.0
4420,2020,UT,4,OTHER,8037,UT4_2020,JONIA BRODERICK,H0UT04027,JONIA BRODERICK,1.0
4421,2000,CA,5,DEM,147025,CA5_2000,ROBERT MATSUI,H8CA03014,ROBERT MATSUI,1.0
4422,2000,CA,5,REP,55945,CA5_2000,KENNETH PAYNE,H0CA05040,KENNETH PAYNE,1.0
4423,2020,UT,4,REP,179688,UT4_2020,BURGESS OWENS,H0UT04076,BURGESS OWENS,1.0
4424,1988,IL,21,REP,95385,IL21_1988,ROBERT GAFFNER,H2IL21024,ROBERT GAFFNER,1.0
4425,1984,IN,4,REP,129674,IN4_1984,DANIEL COATS,H0IN04022,DANIEL COATS,1.0
4426,2020,UT,3,REP,246674,UT3_2020,JOHN CURTIS,H8UT03238,JOHN CURTIS,1.0
4427,2020,UT,3,OTHER,7040,UT3_2020,THOMAS MCNEILL,H0UT03243,THOMAS MCNEILL,1.0
4428,2000,CA,6,DEM,182116,CA6_2000,LYNN WOOLSEY,H2CA01045,LYNN WOOLSEY,1.0
4429,2020,UT,4,DEM,175923,UT4_2020,BEN MCADAMS,H8UT04053,BEN MCADAMS,1.0
4430,1988,IL,22,REP,75462,IL22_1988,PATRICK KELLEY,H8IL22110,PATRICK KELLEY,1.0
4431,1986,IA,6,DEM,78807,IA6_1986,CLAYTON HODGSON,H6IA06113,CLAYTON HODGSON,1.0
4432,2000,CA,7,REP,44154,CA7_2000,CHRISTOPHER HOFFMAN,H0CA07079,CHRISTOPHER HOFFMAN,1.0
4433,2000,CA,7,DEM,159692,CA7_2000,GEORGE MILLER,H6CA07043,GEORGE MILLER,1.0
4434,2010,AL,1,OTHER,26357,AL1_2010,DAVID WALTER,H0AL01048,DAVID WALTER,1.0
4435,2008,WY,0,REP,131244,WY0_2008,CYNTHIA LUMMIS,H8WY00148,CYNTHIA LUMMIS,1.0
4436,1976,MO,3,DEM,115109,MO3_1976,RICHARD GEPHARDT,H6MO03119,RICHARD GEPHARDT,1.0
4437,2020,UT,2,REP,208997,UT2_2020,CHRIS STEWART,H2UT02324,CHRIS STEWART,1.0
4438,2020,UT,3,DEM,96067,UT3_2020,DEVIN THORPE,H0UT03193,DEVIN THORPE,1.0
